name,author,genre,series,description
Gavam,Brandon Sanderson,fantasy,,
Gavarah,Brandon Sanderson,fantasy,,
Gavashaw,Brandon Sanderson,fantasy,,
Gave Entrone,Brandon Sanderson,fantasy,,
Gavilar Kholin,Brandon Sanderson,fantasy,,
Gavinor Kholin,Brandon Sanderson,fantasy,,
Gavri,Brandon Sanderson,fantasy,,
Gaz,Brandon Sanderson,fantasy,,
Gemmel,Brandon Sanderson,fantasy,,
Gen,Brandon Sanderson,fantasy,,
Gendren,Brandon Sanderson,fantasy,,
Genedere,Brandon Sanderson,fantasy,,
General Khal,Brandon Sanderson,fantasy,,
Gennel,Brandon Sanderson,fantasy,,
Geoff Hamilton,Brandon Sanderson,fantasy,,
Georgi,Brandon Sanderson,fantasy,,
Geormin,Brandon Sanderson,fantasy,,
Gerald Taffington,Brandon Sanderson,fantasy,,
Geranid,Brandon Sanderson,fantasy,,
Gereh,Brandon Sanderson,fantasy,,
Getrue,Brandon Sanderson,fantasy,,
Gevalden,Brandon Sanderson,fantasy,,
Geved,Brandon Sanderson,fantasy,,
Gevelmar,Brandon Sanderson,fantasy,,
Ghenna,Brandon Sanderson,fantasy,,
Gift,Brandon Sanderson,fantasy,,
Giftbeacon,Brandon Sanderson,fantasy,,
Gitgeth,Brandon Sanderson,fantasy,,
Glen,Brandon Sanderson,fantasy,,
Glurv,Brandon Sanderson,fantasy,,
Glys,Brandon Sanderson,fantasy,,
Gneorndin Cett,Brandon Sanderson,fantasy,,
Godeke,Brandon Sanderson,fantasy,,
Gol,Brandon Sanderson,fantasy,,
Golombi,Brandon Sanderson,fantasy,,
Gom,Brandon Sanderson,fantasy,,
Gor,Brandon Sanderson,fantasy,,
Goradel,Brandon Sanderson,fantasy,,
Goshel,Brandon Sanderson,fantasy,,
Gosovic,Brandon Sanderson,fantasy,,
Grable,Brandon Sanderson,fantasy,,
Graeo,Brandon Sanderson,fantasy,,
Granite Joe,Brandon Sanderson,fantasy,,
Graves,Brandon Sanderson,fantasy,,
Gregorh,Brandon Sanderson,fantasy,,
Gregory III,Brandon Sanderson,fantasy,,
Grelin,Brandon Sanderson,fantasy,,
Gremt,Brandon Sanderson,fantasy,,
Grent,Brandon Sanderson,fantasy,,
Grondkest,Brandon Sanderson,fantasy,,
Grund,Brandon Sanderson,fantasy,,
Gu,Brandon Sanderson,fantasy,,
Gub,Brandon Sanderson,fantasy,,
Guff,Brandon Sanderson,fantasy,,
Guillian,Brandon Sanderson,fantasy,,
Gul'zah,Brandon Sanderson,fantasy,,
Gulastis,Brandon Sanderson,fantasy,,
Guvlow,Brandon Sanderson,fantasy,,
Guyn,Brandon Sanderson,fantasy,,
Gvori,Brandon Sanderson,fantasy,,
Gyro,Brandon Sanderson,fantasy,,
Hab,Brandon Sanderson,fantasy,,
Habatab,Brandon Sanderson,fantasy,,
Haberstock,Brandon Sanderson,fantasy,,
Habrin,Brandon Sanderson,fantasy,,
Habsant,Brandon Sanderson,fantasy,,
Haddek,Brandon Sanderson,fantasy,,
Hadinar,Brandon Sanderson,fantasy,,
Hadren Renoux,Brandon Sanderson,fantasy,,
Hal Davis,Brandon Sanderson,fantasy,,
Halad,Brandon Sanderson,fantasy,,
Halam Khal,Brandon Sanderson,fantasy,,
Halan,Brandon Sanderson,fantasy,,
Halbeth,Brandon Sanderson,fantasy,,
Halex,Brandon Sanderson,fantasy,,
Hallaw,Brandon Sanderson,fantasy,,
Hamadin,Brandon Sanderson,fantasy,,
Hamaradin,Brandon Sanderson,fantasy,,
Hamel,Brandon Sanderson,fantasy,,
Hammie,Brandon Sanderson,fantasy,,
Hammond,Brandon Sanderson,fantasy,,
Han ShuXen,Brandon Sanderson,fantasy,,
Hana,Brandon Sanderson,fantasy,,
Hanavanar,Brandon Sanderson,fantasy,,
Handerwym,Brandon Sanderson,fantasy,,
Hanlanaze,Brandon Sanderson,fantasy,,
Haona,Brandon Sanderson,fantasy,,
Harathdal,Brandon Sanderson,fantasy,,
Harding,Brandon Sanderson,fantasy,,
Hardren,Brandon Sanderson,fantasy,,
Harel,Brandon Sanderson,fantasy,,
Hariel,Brandon Sanderson,fantasy,,
Harkaylain,Brandon Sanderson,fantasy,,
Harl,Brandon Sanderson,fantasy,,
Harmon,Brandon Sanderson,fantasy,,
Harold,Brandon Sanderson,fantasy,,
HARRE,Brandon Sanderson,fantasy,,
Harris,Brandon Sanderson,fantasy,,
Harrisel Hard,Brandon Sanderson,fantasy,,
Harrison,Brandon Sanderson,fantasy,,
Harth,Brandon Sanderson,fantasy,,
Harvo,Brandon Sanderson,fantasy,,
Hasavah,Brandon Sanderson,fantasy,,
Hashal,Brandon Sanderson,fantasy,,
Hasheh,Brandon Sanderson,fantasy,,
Hatch,Brandon Sanderson,fantasy,,
Hatham,Brandon Sanderson,fantasy,,
Hathan,Brandon Sanderson,fantasy,,
Hauka,Brandon Sanderson,fantasy,,
Hav,Brandon Sanderson,fantasy,,
Havar,Brandon Sanderson,fantasy,,
Havarah,Brandon Sanderson,fantasy,,
Havarseth,Brandon Sanderson,fantasy,,
Havrom,Brandon Sanderson,fantasy,,
Hawin,Brandon Sanderson,fantasy,,
Hawkham,Brandon Sanderson,fantasy,,
Haws,Brandon Sanderson,fantasy,,
Heb,Brandon Sanderson,fantasy,,
Heberen,Brandon Sanderson,fantasy,,
Heelis,Brandon Sanderson,fantasy,,
Heimline,Brandon Sanderson,fantasy,,
Helaran Davar,Brandon Sanderson,fantasy,,
Helenntion,Brandon Sanderson,fantasy,,
Helium,Brandon Sanderson,fantasy,,
Helt,Brandon Sanderson,fantasy,,
Hem,Brandon Sanderson,fantasy,,
Hema-Dak,Brandon Sanderson,fantasy,,
Hennin,Brandon Sanderson,fantasy,,
Herman Libel,Brandon Sanderson,fantasy,,
Herve,Brandon Sanderson,fantasy,,
Hesh,Brandon Sanderson,fantasy,,
Hesho,Brandon Sanderson,fantasy,,
Hesina,Brandon Sanderson,fantasy,,
Hessi,Brandon Sanderson,fantasy,,
Hettel,Brandon Sanderson,fantasy,,
Hextilda McTavish,Brandon Sanderson,fantasy,,
Hid,Brandon Sanderson,fantasy,,
High Emperor,Brandon Sanderson,fantasy,,
Hilde,Brandon Sanderson,fantasy,,
Himalaya Smedry,Brandon Sanderson,fantasy,,
Hinston Ladrian,Brandon Sanderson,fantasy,,
Hmalka,Brandon Sanderson,fantasy,,
Hnanan,Brandon Sanderson,fantasy,,
Hobart,Brandon Sanderson,fantasy,,
Hobber,Brandon Sanderson,fantasy,,
Hoid,Brandon Sanderson,fantasy,,
Hong,Brandon Sanderson,fantasy,,
Hopefinder,Brandon Sanderson,fantasy,,
Horen,Brandon Sanderson,fantasy,,
Horinar,Brandon Sanderson,fantasy,,
Horl,Brandon Sanderson,fantasy,,
Hoselle,Brandon Sanderson,fantasy,,
Howards,Brandon Sanderson,fantasy,,
Hrathen,Brandon Sanderson,fantasy,,
Hrathen's seon,Brandon Sanderson,fantasy,,
Hrdalm,Brandon Sanderson,fantasy,,
Hrud,Brandon Sanderson,fantasy,,
Hudiya,Brandon Sanderson,fantasy,,
Hughes Entrone,Brandon Sanderson,fantasy,,
Huio,Brandon Sanderson,fantasy,,
Huisi,Brandon Sanderson,fantasy,,
HunFoor,Brandon Sanderson,fantasy,,
Huqin,Brandon Sanderson,fantasy,,
Hurli,Brandon Sanderson,fantasy,,
Husal,Brandon Sanderson,fantasy,,
Iadon,Brandon Sanderson,fantasy,,
Ialai Sadeas,Brandon Sanderson,fantasy,,
Icer,Brandon Sanderson,fantasy,,
Ico,Brandon Sanderson,fantasy,,
Ico's father,Brandon Sanderson,fantasy,,
Idan,Brandon Sanderson,fantasy,,
Idani,Brandon Sanderson,fantasy,,
Idashwy,Brandon Sanderson,fantasy,,
Ides Hatred,Brandon Sanderson,fantasy,,
Idolir,Brandon Sanderson,fantasy,,
Idotris,Brandon Sanderson,fantasy,,
Idren Seeris,Brandon Sanderson,fantasy,,
Idrin,Brandon Sanderson,fantasy,,
Ien,Brandon Sanderson,fantasy,,
Iglom,Brandon Sanderson,fantasy,,
Ignacio,Brandon Sanderson,fantasy,,
Ilamar,Brandon Sanderson,fantasy,,
Illarion,Brandon Sanderson,fantasy,,
Inabar,Brandon Sanderson,fantasy,,
Inadara,Brandon Sanderson,fantasy,,
Infinity,Brandon Sanderson,fantasy,,
Inhanna,Brandon Sanderson,fantasy,,
Inis Julien,Brandon Sanderson,fantasy,,
Inkima,Brandon Sanderson,fantasy,,
Inkspren shopkeeper,Brandon Sanderson,fantasy,,
Inkwell (Epic),Brandon Sanderson,fantasy,,
Innia,Brandon Sanderson,fantasy,,
Insah,Brandon Sanderson,fantasy,,
Inshallah,Brandon Sanderson,fantasy,,
Instabam,Brandon Sanderson,fantasy,,
Insulation,Brandon Sanderson,fantasy,,
Invia,Brandon Sanderson,fantasy,,
Invocation,Brandon Sanderson,fantasy,,
Irich,Brandon Sanderson,fantasy,,
Isabaline Frellia,Brandon Sanderson,fantasy,,
Isabi,Brandon Sanderson,fantasy,,
Isadan Sao,Brandon Sanderson,fantasy,,
Isan,Brandon Sanderson,fantasy,,
Isasik Shulin,Brandon Sanderson,fantasy,,
Ishal,Brandon Sanderson,fantasy,,
Ishar,Brandon Sanderson,fantasy,,
Ishikk,Brandon Sanderson,fantasy,,
Ishnah,Brandon Sanderson,fantasy,,
Isom,Brandon Sanderson,fantasy,,
Istow,Brandon Sanderson,fantasy,,
Ithi,Brandon Sanderson,fantasy,,
Ivanar Ruthar,Brandon Sanderson,fantasy,,
Ivans,Brandon Sanderson,fantasy,,
Ivis,Brandon Sanderson,fantasy,,
Ivory,Brandon Sanderson,fantasy,,
Ivy,Brandon Sanderson,fantasy,,
Ixil,Brandon Sanderson,fantasy,,
Ixsix,Brandon Sanderson,fantasy,,
Iyalid,Brandon Sanderson,fantasy,,
Iyatil,Brandon Sanderson,fantasy,,
J.C.,Brandon Sanderson,fantasy,,
Jackstom Harms,Brandon Sanderson,fantasy,,
Jacob Pham,Brandon Sanderson,fantasy,,
Jacques Cartier,Brandon Sanderson,fantasy,,
Jadendwyl,Brandon Sanderson,fantasy,,
Jager,Brandon Sanderson,fantasy,,
Jak,Brandon Sanderson,fantasy,,
Jakamav,Brandon Sanderson,fantasy,,
Jaks,Brandon Sanderson,fantasy,,
Jal Mala,Brandon Sanderson,fantasy,,
Jali,Brandon Sanderson,fantasy,,
Jalla,Brandon Sanderson,fantasy,,
Jam (caravaneer),Brandon Sanderson,fantasy,,
Jam (Hearthstone),Brandon Sanderson,fantasy,,
James Hovell,Brandon Sanderson,fantasy,,
Janala Lustow,Brandon Sanderson,fantasy,,
Janarle,Brandon Sanderson,fantasy,,
Jarel,Brandon Sanderson,fantasy,,
Jarloux,Brandon Sanderson,fantasy,,
Jarrington,Brandon Sanderson,fantasy,,
Jasalai,Brandon Sanderson,fantasy,,
Jasmine,Brandon Sanderson,fantasy,,
Jasnah Kholin,Brandon Sanderson,fantasy,,
Jason Write,Brandon Sanderson,fantasy,,
Jasten,Brandon Sanderson,fantasy,,
Jastes Lekal,Brandon Sanderson,fantasy,,
Jaston,Brandon Sanderson,fantasy,,
Javie,Brandon Sanderson,fantasy,,
Javies,Brandon Sanderson,fantasy,,
Javih,Brandon Sanderson,fantasy,,
Jax,Brandon Sanderson,fantasy,,
Jaxlim,Brandon Sanderson,fantasy,,
Jayla Ruthar,Brandon Sanderson,fantasy,,
Jeber,Brandon Sanderson,fantasy,,
Jed,Brandon Sanderson,fantasy,,
Jedal,Brandon Sanderson,fantasy,,
Jedan,Brandon Sanderson,fantasy,,
Jeksonofnone,Brandon Sanderson,fantasy,,
Jell,Brandon Sanderson,fantasy,,
Jendel,Brandon Sanderson,fantasy,,
Jendellah,Brandon Sanderson,fantasy,,
Jenet,Brandon Sanderson,fantasy,,
Jenin,Brandon Sanderson,fantasy,,
Jenny Zhang,Brandon Sanderson,fantasy,,
Jephs Daring,Brandon Sanderson,fantasy,,
Jerick,Brandon Sanderson,fantasy,,
Jerono,Brandon Sanderson,fantasy,,
Jeshishin,Brandon Sanderson,fantasy,,
Jeshua Weight,Brandon Sanderson,fantasy,,
Jess,Brandon Sanderson,fantasy,,
Jest,Brandon Sanderson,fantasy,,
Jevena,Brandon Sanderson,fantasy,,
Jewels,Brandon Sanderson,fantasy,,
Jezrien,Brandon Sanderson,fantasy,,
Jial,Brandon Sanderson,fantasy,,
Jin,Brandon Sanderson,fantasy,,
Jix,Brandon Sanderson,fantasy,,
Jlan,Brandon Sanderson,fantasy,,
Jochi,Brandon Sanderson,fantasy,,
Joel Saxon,Brandon Sanderson,fantasy,,
John,Brandon Sanderson,fantasy,,
Johnst,Brandon Sanderson,fantasy,,
Jom,Brandon Sanderson,fantasy,,
Jon Acron,Brandon Sanderson,fantasy,,
Jon Deadfinger,Brandon Sanderson,fantasy,,
Jonathan Phaedrus,Brandon Sanderson,fantasy,,
Jone,Brandon Sanderson,fantasy,,
Jor,Brandon Sanderson,fantasy,,
Jordis,Brandon Sanderson,fantasy,,
Joret,Brandon Sanderson,fantasy,,
Jorgen Weight,Brandon Sanderson,fantasy,,
Jori,Brandon Sanderson,fantasy,,
Jorna,Brandon Sanderson,fantasy,,
Jors,Brandon Sanderson,fantasy,,
Joseph,Brandon Sanderson,fantasy,,
Joshin Yomen,Brandon Sanderson,fantasy,,
Joshor,Brandon Sanderson,fantasy,,
Jost,Brandon Sanderson,fantasy,,
Judy Ivans,Brandon Sanderson,fantasy,,
Junmi,Brandon Sanderson,fantasy,,
Jushu Davar,Brandon Sanderson,fantasy,,
Justin,Brandon Sanderson,fantasy,,
Ka,Brandon Sanderson,fantasy,,
Kabsal,Brandon Sanderson,fantasy,,
Kadash,Brandon Sanderson,fantasy,,
Kahar,Brandon Sanderson,fantasy,,
Kai-garnis,Brandon Sanderson,fantasy,,
Kairominas,Brandon Sanderson,fantasy,,
Kaise,Brandon Sanderson,fantasy,,
Kaladin,Brandon Sanderson,fantasy,,
Kalak,Brandon Sanderson,fantasy,,
Kalami,Brandon Sanderson,fantasy,,
Kalana,Brandon Sanderson,fantasy,,
Kalanor,Brandon Sanderson,fantasy,,
Kale Tekiel,Brandon Sanderson,fantasy,,
Kalishor,Brandon Sanderson,fantasy,,
Kalyani,Brandon Sanderson,fantasy,,
Kamali,Brandon Sanderson,fantasy,,
Kangchenjunga Sarekgjakka,Brandon Sanderson,fantasy,,
KanPaar,Brandon Sanderson,fantasy,,
Kar (Scadrial),Brandon Sanderson,fantasy,,
Kar (Taldain),Brandon Sanderson,fantasy,,
Kara,Brandon Sanderson,fantasy,,
Karata,Brandon Sanderson,fantasy,,
Karavaniga,Brandon Sanderson,fantasy,,
Kareien,Brandon Sanderson,fantasy,,
Karith Marvudi,Brandon Sanderson,fantasy,,
Karkun,Brandon Sanderson,fantasy,,
Karm,Brandon Sanderson,fantasy,,
Kasimarlix,Brandon Sanderson,fantasy,,
Katarotam,Brandon Sanderson,fantasy,,
Kauri,Brandon Sanderson,fantasy,,
Kaves Kholin,Brandon Sanderson,fantasy,,
Kaza,Brandon Sanderson,fantasy,,
Kazan Smedry,Brandon Sanderson,fantasy,,
Kazilah,Brandon Sanderson,fantasy,,
Kdralk,Brandon Sanderson,fantasy,,
Ked,Brandon Sanderson,fantasy,,
User:Keeper Exile,Brandon Sanderson,fantasy,,
Kef'ha,Brandon Sanderson,fantasy,,
Kelerand,Brandon Sanderson,fantasy,,
Kelesina Shores,Brandon Sanderson,fantasy,,
Kelesina Shores's steward,Brandon Sanderson,fantasy,,
Kelsier,Brandon Sanderson,fantasy,,
Kelsier's mother,Brandon Sanderson,fantasy,,
Ken Harris,Brandon Sanderson,fantasy,,
Kenton,Brandon Sanderson,fantasy,,
Kenton's mother,Brandon Sanderson,fantasy,,
Kern,Brandon Sanderson,fantasy,,
Keseg,Brandon Sanderson,fantasy,,
Keshdel,Brandon Sanderson,fantasy,,
Ketol,Brandon Sanderson,fantasy,,
Kevoux,Brandon Sanderson,fantasy,,
Khav,Brandon Sanderson,fantasy,,
Khem,Brandon Sanderson,fantasy,,
Khen,Brandon Sanderson,fantasy,,
Kheni,Brandon Sanderson,fantasy,,
Khrissalla,Brandon Sanderson,fantasy,,
Khyan,Brandon Sanderson,fantasy,,
Ki,Brandon Sanderson,fantasy,,
Kiin,Brandon Sanderson,fantasy,,
Kilimanjaro,Brandon Sanderson,fantasy,,
Kim,Brandon Sanderson,fantasy,,
Kimmalyn,Brandon Sanderson,fantasy,,
Kindwinds,Brandon Sanderson,fantasy,,
Kip,Brandon Sanderson,fantasy,,
Klade,Brandon Sanderson,fantasy,,
Klisn,Brandon Sanderson,fantasy,,
Kliss,Brandon Sanderson,fantasy,,
Kmakl,Brandon Sanderson,fantasy,,
Kmakra,Brandon Sanderson,fantasy,,
Knoxx,Brandon Sanderson,fantasy,,
Koen,Brandon Sanderson,fantasy,,
Kokerlii,Brandon Sanderson,fantasy,,
Koolf,Brandon Sanderson,fantasy,,
Koorm,Brandon Sanderson,fantasy,,
Korabet,Brandon Sanderson,fantasy,,
Korater,Brandon Sanderson,fantasy,,
Korath,Brandon Sanderson,fantasy,,
Koravellium Avast,Brandon Sanderson,fantasy,,
Kraisis,Brandon Sanderson,fantasy,,
Krent,Brandon Sanderson,fantasy,,
Kristir,Brandon Sanderson,fantasy,,
Kryst,Brandon Sanderson,fantasy,,
Kstled,Brandon Sanderson,fantasy,,
Kuma'tiki,Brandon Sanderson,fantasy,,
Kuno,Brandon Sanderson,fantasy,,
Kurdon,Brandon Sanderson,fantasy,,
Kurshina,Brandon Sanderson,fantasy,,
Kusiri,Brandon Sanderson,fantasy,,
Kwaan,Brandon Sanderson,fantasy,,
Kwashim,Brandon Sanderson,fantasy,,
Kwati,Brandon Sanderson,fantasy,,
Kyle Walters,Brandon Sanderson,fantasy,,
Kylrm,Brandon Sanderson,fantasy,,
Kyril,Brandon Sanderson,fantasy,,
Ladent,Brandon Sanderson,fantasy,,
Lady Alami,Brandon Sanderson,fantasy,,
Lady Lavont,Brandon Sanderson,fantasy,,
Lady Lentin,Brandon Sanderson,fantasy,,
Lady Mulgrave,Brandon Sanderson,fantasy,,
Lady ZoBell,Brandon Sanderson,fantasy,,
Lahar,Brandon Sanderson,fantasy,,
Laird,Brandon Sanderson,fantasy,,
Lakin,Brandon Sanderson,fantasy,,
Lalai,Brandon Sanderson,fantasy,,
Lamaril,Brandon Sanderson,fantasy,,
Lamentation Winebare,Brandon Sanderson,fantasy,,
Lanacin,Brandon Sanderson,fantasy,,
Landre,Brandon Sanderson,fantasy,,
Langor,Brandon Sanderson,fantasy,,
Lani,Brandon Sanderson,fantasy,,
Lanna Write,Brandon Sanderson,fantasy,,
Laral Roshone,Brandon Sanderson,fantasy,,
Laran,Brandon Sanderson,fantasy,,
Laresh,Brandon Sanderson,fantasy,,
Larn (Rosharan),Brandon Sanderson,fantasy,,
Larn (Scadrian),Brandon Sanderson,fantasy,,
Larskpur,Brandon Sanderson,fantasy,,
Lawrence Robert,Brandon Sanderson,fantasy,,
Layton,Brandon Sanderson,fantasy,,
Leavenworth Smedry,Brandon Sanderson,fantasy,,
Ledder,Brandon Sanderson,fantasy,,
Leef,Brandon Sanderson,fantasy,,
Leland Libel,Brandon Sanderson,fantasy,,
Lellin,Brandon Sanderson,fantasy,,
Lemex,Brandon Sanderson,fantasy,,
Lemex's nurse,Brandon Sanderson,fantasy,,
Lenehe,Brandon Sanderson,fantasy,,
Leras,Brandon Sanderson,fantasy,,
Leroy,Brandon Sanderson,fantasy,,
Lesan Calour,Brandon Sanderson,fantasy,,
Leshwi,Brandon Sanderson,fantasy,,
Letmere,Brandon Sanderson,fantasy,,
Leven,Brandon Sanderson,fantasy,,
Levrin,Brandon Sanderson,fantasy,,
Leyten,Brandon Sanderson,fantasy,,
Lezian,Brandon Sanderson,fantasy,,
Lhan,Brandon Sanderson,fantasy,,
Lhanin,Brandon Sanderson,fantasy,,
Libby Smedry,Brandon Sanderson,fantasy,,
Lichfather,Brandon Sanderson,fantasy,,
Lieutenant Ahlstrom,Brandon Sanderson,fantasy,,
Lifeblesser,Brandon Sanderson,fantasy,,
Lifeline,Brandon Sanderson,fantasy,,
Lift,Brandon Sanderson,fantasy,,
Liganor,Brandon Sanderson,fantasy,,
Lightning,Brandon Sanderson,fantasy,,
Lilly Whiting,Brandon Sanderson,fantasy,,
Limmi,Brandon Sanderson,fantasy,,
Lin Davar,Brandon Sanderson,fantasy,,
Lin Yang-Tanasin,Brandon Sanderson,fantasy,,
Lincoln,Brandon Sanderson,fantasy,,
Lirin,Brandon Sanderson,fantasy,,
Liss,Brandon Sanderson,fantasy,,
Litima,Brandon Sanderson,fantasy,,
Liza,Brandon Sanderson,fantasy,,
Llarimar,Brandon Sanderson,fantasy,,
Loaten,Brandon Sanderson,fantasy,,
Loats,Brandon Sanderson,fantasy,,
Lokkall,Brandon Sanderson,fantasy,,
Lokmlen,Brandon Sanderson,fantasy,,
Lolan,Brandon Sanderson,fantasy,,
Lomard,Brandon Sanderson,fantasy,,
Lond,Brandon Sanderson,fantasy,,
Longbrow,Brandon Sanderson,fantasy,,
Longshadow,Brandon Sanderson,fantasy,,
Longshot,Brandon Sanderson,fantasy,,
Loophole,Brandon Sanderson,fantasy,,
Lopen,Brandon Sanderson,fantasy,,
Lopen's mother,Brandon Sanderson,fantasy,,
Loradar Vamah,Brandon Sanderson,fantasy,,
Lorain,Brandon Sanderson,fantasy,,
Lord Barrington,Brandon Sanderson,fantasy,,
Lord Canton,Brandon Sanderson,fantasy,,
Lord Erikell,Brandon Sanderson,fantasy,,
Lord Habren,Brandon Sanderson,fantasy,,
Lord Haltep,Brandon Sanderson,fantasy,,
Lord Hue,Brandon Sanderson,fantasy,,
Lord Steming,Brandon Sanderson,fantasy,,
Lord Stenet,Brandon Sanderson,fantasy,,
Loren,Brandon Sanderson,fantasy,,
Lorenzo,Brandon Sanderson,fantasy,,
Lua,Brandon Sanderson,fantasy,,
Luc,Brandon Sanderson,fantasy,,
Luesh,Brandon Sanderson,fantasy,,
Lukel,Brandon Sanderson,fantasy,,
Lulu,Brandon Sanderson,fantasy,,
Lusintia,Brandon Sanderson,fantasy,,
Lustow,Brandon Sanderson,fantasy,,
Luten,Brandon Sanderson,fantasy,,
Lyn,Brandon Sanderson,fantasy,,
Lyndel,Brandon Sanderson,fantasy,,
Lyndip,Brandon Sanderson,fantasy,,
Lyon,Brandon Sanderson,fantasy,,
M-Bot,Brandon Sanderson,fantasy,,
Ma,Brandon Sanderson,fantasy,,
Maare,Brandon Sanderson,fantasy,,
Mab,Brandon Sanderson,fantasy,,
Maben,Brandon Sanderson,fantasy,,
Mabrow Pigherder,Brandon Sanderson,fantasy,,
Macob,Brandon Sanderson,fantasy,,
Madam Penfor,Brandon Sanderson,fantasy,,
Madasa,Brandon Sanderson,fantasy,,
Magna,Brandon Sanderson,fantasy,,
Mrs. Maheras,Brandon Sanderson,fantasy,,
Mai,Brandon Sanderson,fantasy,,
Maib,Brandon Sanderson,fantasy,,
Mailey,Brandon Sanderson,fantasy,,
Maindew,Brandon Sanderson,fantasy,,
Makal,Brandon Sanderson,fantasy,,
Makepeace Hapshire,Brandon Sanderson,fantasy,,
Makh,Brandon Sanderson,fantasy,,
Makkek,Brandon Sanderson,fantasy,,
Malad-son-Zent,Brandon Sanderson,fantasy,,
Malal,Brandon Sanderson,fantasy,,
Malan,Brandon Sanderson,fantasy,,
Malasha Seveks,Brandon Sanderson,fantasy,,
Malata,Brandon Sanderson,fantasy,,
Malchin,Brandon Sanderson,fantasy,,
Malcom,Brandon Sanderson,fantasy,,
Malise Gevelmar,Brandon Sanderson,fantasy,,
Malli,Brandon Sanderson,fantasy,,
Malmahan,Brandon Sanderson,fantasy,,
Malop,Brandon Sanderson,fantasy,,
Manaline,Brandon Sanderson,fantasy,,
Manuel Estevez,Brandon Sanderson,fantasy,,
Maod,Brandon Sanderson,fantasy,,
Maps,Brandon Sanderson,fantasy,,
Mara (Roshar),Brandon Sanderson,fantasy,,
Mara (Skyward),Brandon Sanderson,fantasy,,
Marakal,Brandon Sanderson,fantasy,,
Marasi Colms,Brandon Sanderson,fantasy,,
Maratham,Brandon Sanderson,fantasy,,
Marci,Brandon Sanderson,fantasy,,
Marco,Brandon Sanderson,fantasy,,
Mardra,Brandon Sanderson,fantasy,,
Mare,Brandon Sanderson,fantasy,,
Mareshe,Brandon Sanderson,fantasy,,
Marf,Brandon Sanderson,fantasy,,
Margaret Libel,Brandon Sanderson,fantasy,,
Margel,Brandon Sanderson,fantasy,,
Maria,Brandon Sanderson,fantasy,,
Marinda,Brandon Sanderson,fantasy,,
Marks (Dreamer),Brandon Sanderson,fantasy,,
Marks (Roshar),Brandon Sanderson,fantasy,,
Marksman,Brandon Sanderson,fantasy,,
Marni,Brandon Sanderson,fantasy,,
Marri,Brandon Sanderson,fantasy,,
Marsh,Brandon Sanderson,fantasy,,
Mart,Brandon Sanderson,fantasy,,
Martha,Brandon Sanderson,fantasy,,
Marthin,Brandon Sanderson,fantasy,,
Martra,Brandon Sanderson,fantasy,,
Mary Isenhorn,Brandon Sanderson,fantasy,,
Mary Mitchell,Brandon Sanderson,fantasy,,
Mary Rowlandson,Brandon Sanderson,fantasy,,
Masha-daughter-Shaliv,Brandon Sanderson,fantasy,,
Masly,Brandon Sanderson,fantasy,,
Matain,Brandon Sanderson,fantasy,,
Matieu,Brandon Sanderson,fantasy,,
Matisse,Brandon Sanderson,fantasy,,
Matthew Cobb,Brandon Sanderson,fantasy,,
Matthew Jordan,Brandon Sanderson,fantasy,,
Maurin,Brandon Sanderson,fantasy,,
Maxin,Brandon Sanderson,fantasy,,
May Aladar,Brandon Sanderson,fantasy,,
Mayalaran,Brandon Sanderson,fantasy,,
Mazish,Brandon Sanderson,fantasy,,
Meala,Brandon Sanderson,fantasy,,
Mederia,Brandon Sanderson,fantasy,,
Megan,Brandon Sanderson,fantasy,,
Megan Tarash,Brandon Sanderson,fantasy,,
Mehen,Brandon Sanderson,fantasy,,
Meirav,Brandon Sanderson,fantasy,,
Mel,Brandon Sanderson,fantasy,,
Mela,Brandon Sanderson,fantasy,,
MeLaan,Brandon Sanderson,fantasy,,
Melali,Brandon Sanderson,fantasy,,
Melend Liese,Brandon Sanderson,fantasy,,
Meleran Khal,Brandon Sanderson,fantasy,,
Melhi,Brandon Sanderson,fantasy,,
Melishi,Brandon Sanderson,fantasy,,
Mellis,Brandon Sanderson,fantasy,,
Melloni,Brandon Sanderson,fantasy,,
Melody Muns,Brandon Sanderson,fantasy,,
Melu,Brandon Sanderson,fantasy,,
Mem,Brandon Sanderson,fantasy,,
Mennis,Brandon Sanderson,fantasy,,
Mercystar,Brandon Sanderson,fantasy,,
Mereline,Brandon Sanderson,fantasy,,
Meridas Amaram,Brandon Sanderson,fantasy,,
Merit,Brandon Sanderson,fantasy,,
Merit/en,Brandon Sanderson,fantasy,,
Mesh,Brandon Sanderson,fantasy,,
Mi Won,Brandon Sanderson,fantasy,,
Mi'chelle Yomen,Brandon Sanderson,fantasy,,
Miasal,Brandon Sanderson,fantasy,,
Michael,Brandon Sanderson,fantasy,,
Midge,Brandon Sanderson,fantasy,,
Migs,Brandon Sanderson,fantasy,,
Mik,Brandon Sanderson,fantasy,,
Mikaim,Brandon Sanderson,fantasy,,
Miklin,Brandon Sanderson,fantasy,,
Mil,Brandon Sanderson,fantasy,,
Milen Davenpleu,Brandon Sanderson,fantasy,,
Miles Dagouter,Brandon Sanderson,fantasy,,
Milev,Brandon Sanderson,fantasy,,
Miliv,Brandon Sanderson,fantasy,,
Mill,Brandon Sanderson,fantasy,,
Millhaven Smedry,Brandon Sanderson,fantasy,,
Milp,Brandon Sanderson,fantasy,,
